日期和時間,當下車速(公里/小時),未來車速(公里/小時)
970222 2250,84.7889,84.7889
970222 2255,84.7889,89.1913
970222 2300,89.1913,90.5776
970222 2305,90.5776,89.0672
970222 2310,89.0672,91.3518
970222 2315,91.3518,91.6624
970222 2320,91.6624,90.0251
970222 2325,90.0251,89.5526
970222 2330,89.5526,89.905
970222 2335,89.905,91.2069
970222 2340,91.2069,93.398
970222 2345,93.398,93.275
970222 2350,93.275,93.275
970222 2355,93.275,90.3846
970223 0000,90.3846,93.0843
970223 0005,93.0843,96.1556
970223 0010,96.1556,91.0797
970223 0015,91.0797,91.6739
970223 0020,91.6739,90.9441
970223 0025,90.9441,91.3451
970223 0030,91.3451,90.4504
970223 0035,90.4504,91.1181
970223 0040,91.1181,93.3967
970223 0045,93.3967,94.4
970223 0050,94.4,94.4
970223 0055,94.4,96.3675
970223 0100,96.3675,90.275
970223 0105,90.275,96.9592
970223 0110,96.9592,94.1111
970223 0115,94.1111,91.8646
970223 0120,91.8646,89.0106
970223 0125,89.0106,92.963
970223 0130,92.963,95.1839
970223 0135,95.1839,90.0313
970223 0140,90.0313,93.3014
970223 0145,93.3014,92.7937
970223 0150,92.7937,94.0968
970223 0155,94.0968,93.3571
970223 0200,93.3571,97.1429
970223 0205,97.1429,92.6557
970223 0210,92.6557,94.8364
970223 0215,94.8364,90.2958
970223 0220,90.2958,98.527
970223 0225,98.527,92.8387
970223 0230,92.8387,91.825
970223 0235,91.825,96.6364
970223 0240,96.6364,91.0435
970223 0245,91.0435,95.4925
970223 0250,95.4925,95.4925
970223 0255,95.4925,90.4118
970223 0300,90.4118,93.9216
970223 0305,93.9216,86.1034
970223 0310,86.1034,93.05
970223 0315,93.05,96.4167
970223 0320,96.4167,91.4773
970223 0325,91.4773,92.0263
970223 0330,92.0263,92.5172
970223 0335,92.5172,91.6579
970223 0340,91.6579,95.4242
970223 0345,95.4242,88.8529
970223 0350,88.8529,88.8529
970223 0355,88.8529,88.7442
970223 0400,88.7442,93.7
970223 0405,93.7,88.5135
970223 0410,88.5135,95.1379
970223 0415,95.1379,88.7778
970223 0420,88.7778,89.8824
970223 0425,89.8824,92.175
970223 0430,92.175,92.0286
970223 0435,92.0286,91.6
970223 0440,91.6,89.6481
970223 0445,89.6481,90.6667
970223 0450,90.6667,88.7872
970223 0455,88.7872,90.5833
970223 0500,90.5833,85.9756
970223 0505,85.9756,91.1111
970223 0510,91.1111,92.3065
970223 0515,92.3065,92.5672
970223 0520,92.5672,88.9155
970223 0525,88.9155,88.0294
970223 0530,88.0294,90.4
970223 0535,90.4,89.8293
970223 0540,89.8293,91.7778
970223 0545,91.7778,88.9639
970223 0550,88.9639,88.9639
970223 0555,88.9639,90.7684
970223 0600,90.7684,89.8901
970223 0605,89.8901,90.4065
970223 0610,90.4065,88.9167
970223 0615,88.9167,91.2303
970223 0620,91.2303,90.3498
970223 0625,90.3498,91.0208
970223 0630,91.0208,91.6085
970223 0635,91.6085,91.9553
970223 0640,91.9553,89.2621
970223 0645,89.2621,91.08
970223 0650,91.08,91.08
970223 0655,91.08,89.6263
970223 0700,89.6263,89.4966
970223 0705,89.4966,86.2229
970223 0710,86.2229,87.1736
970223 0715,87.1736,87.0363
970223 0720,87.0363,88.7734
970223 0725,88.7734,87.1407
970223 0730,87.1407,78.7183
970223 0735,78.7183,87.5559
970223 0740,87.5559,85.7143
970223 0745,85.7143,88.0184
970223 0750,88.0184,69.6452
970223 0755,69.6452,88.1744
970223 0800,88.1744,82.5933
970223 0805,82.5933,83.0914
970223 0810,83.0914,80.7983
970223 0815,80.7983,80.844
970223 0820,80.844,81.9707
970223 0825,81.9707,78.0344
970223 0830,78.0344,82.4979
970223 0835,82.4979,85.0745
970223 0840,85.0745,79.6575
970223 0845,79.6575,83.4634
970223 0850,83.4634,83.4634
970223 0855,83.4634,82.8161
970223 0900,82.8161,84.4806
970223 0905,84.4806,85.7249
970223 0910,85.7249,83.0024
970223 0915,83.0024,76.0828
970223 0920,76.0828,76.2677
970223 0925,76.2677,83.5544
970223 0930,83.5544,83.2478
970223 0935,83.2478,78.8803
970223 0940,78.8803,81.0467
970223 0945,81.0467,79.9798
970223 0950,79.9798,79.9798
970223 0955,79.9798,80.5491
970223 1000,80.5491,81.0446
970223 1005,81.0446,85.4009
970223 1010,85.4009,84.4202
970223 1015,84.4202,77.9321
970223 1020,77.9321,82.9534
970223 1025,82.9534,80.5194
970223 1030,80.5194,74.4429
970223 1035,74.4429,77.0167
970223 1040,77.0167,79.5737
970223 1045,79.5737,72.6686
970223 1050,72.6686,72.6686
970223 1055,72.6686,70.3781
970223 1100,70.3781,75.3092
970223 1105,75.3092,72.3675
970223 1110,72.3675,74.1893
970223 1115,74.1893,76.4871
970223 1120,76.4871,59.8285
970223 1125,59.8285,70.0263
970223 1130,70.0263,77.5493
970223 1135,77.5493,75.8709
970223 1140,75.8709,71.2803
970223 1145,71.2803,72.4823
970223 1150,72.4823,72.4823
970223 1155,72.4823,73.9409
970223 1200,73.9409,70.8227
970223 1205,70.8227,77.0229
970223 1210,77.0229,78.7628
970223 1215,78.7628,77.271
970223 1220,77.271,75.7208
970223 1225,75.7208,76.054
970223 1230,76.054,81.5294
970223 1235,81.5294,79.5196
970223 1240,79.5196,71.0056
970223 1245,71.0056,71.2595
970223 1250,71.2595,71.2595
970223 1255,71.2595,75.1729
970223 1300,75.1729,80.7143
970223 1305,80.7143,77.7212
970223 1310,77.7212,76.4553
970223 1315,76.4553,80.5698
970223 1320,80.5698,81.0798
970223 1325,81.0798,76.0803
970223 1330,76.0803,78.755
970223 1335,78.755,76.5792
970223 1340,76.5792,78.4096
970223 1345,78.4096,73.9091
970223 1350,73.9091,73.9091
970223 1355,73.9091,77.3992
970223 1400,77.3992,73.0927
970223 1405,73.0927,78.6539
970223 1410,78.6539,76.2518
970223 1415,76.2518,78.4387
970223 1420,78.4387,80.1992
970223 1425,80.1992,72.1702
970223 1430,72.1702,69.4288
970223 1435,69.4288,74.079
970223 1440,74.079,70.8228
970223 1445,70.8228,71.9463
970223 1450,71.9463,76.616
970223 1455,76.616,73.6922
970223 1500,73.6922,71.6738
970223 1505,71.6738,77.2846
970223 1510,77.2846,78.1043
970223 1515,78.1043,69.3629
970223 1520,69.3629,77.7155
970223 1525,77.7155,75.3911
970223 1530,75.3911,71.2474
970223 1535,71.2474,75.2485
970223 1540,75.2485,75.5397
970223 1545,75.5397,76.0772
970223 1550,76.0772,76.0772
970223 1555,76.0772,73.9153
970223 1600,73.9153,74.1263
970223 1605,74.1263,72.5661
970223 1610,72.5661,69.5916
970223 1615,69.5916,73.3333
970223 1620,73.3333,73.5625
970223 1625,73.5625,72.8748
970223 1630,72.8748,76.2122
970223 1635,76.2122,76.1514
970223 1640,76.1514,72.5562
970223 1645,72.5562,76.0287
970223 1650,76.0287,76.0287
970223 1655,76.0287,73.4971
970223 1700,73.4971,75.6906
970223 1705,75.6906,74.5823
970223 1710,74.5823,71.8972
970223 1715,71.8972,69.7289
970223 1720,69.7289,75.6015
970223 1725,75.6015,74.2429
970223 1730,74.2429,73.5086
970223 1735,73.5086,73.6527
970223 1740,73.6527,71.3056
970223 1745,71.3056,74.069
970223 1750,74.069,76.0606
970223 1755,76.0606,71.6336
970223 1800,71.6336,75.501
970223 1805,75.501,70.6057
970223 1810,70.6057,68.7624
970223 1815,68.7624,67.4571
970223 1820,67.4571,61.3094
970223 1825,61.3094,35.5284
970223 1830,35.5284,29.224
970223 1835,29.224,35.7241
970223 1840,35.7241,54.9284
970223 1845,54.9284,73.9644
970223 1850,73.9644,73.9644
970223 1855,73.9644,77.4764
970223 1900,77.4764,73.1622
970223 1905,73.1622,76.463
970223 1910,76.463,77.7248
970223 1915,77.7248,77.1906
970223 1920,77.1906,73.2959
970223 1925,73.2959,73.6489
970223 1930,73.6489,68.7495
970223 1935,68.7495,73.9126
970223 1940,73.9126,78.7159
970223 1945,78.7159,75.1412
970223 1950,75.1412,75.1412
970223 1955,75.1412,80.5877
970223 2000,80.5877,77.4401
970223 2005,77.4401,81.0357
970223 2010,81.0357,81.1218
970223 2015,81.1218,81.1556
970223 2020,81.1556,80.2216
970223 2025,80.2216,81.3657
970223 2030,81.3657,77.9229
970223 2035,77.9229,70.3243
970223 2040,70.3243,79.0914
970223 2045,79.0914,76.1292
970223 2050,76.1292,80.5733
970223 2055,80.5733,80.64
970223 2100,80.64,84.1949
970223 2105,84.1949,86.0447
970223 2110,86.0447,84.9758
970223 2115,84.9758,84.6203
970223 2120,84.6203,80.9432
970223 2125,80.9432,81.1111
970223 2130,81.1111,81.7057
970223 2135,81.7057,84.2269
970223 2140,84.2269,82.8668
970223 2145,82.8668,79.8476
970223 2150,79.8476,79.8476
970223 2155,79.8476,80.4005
970223 2200,80.4005,82.9687
970223 2205,82.9687,84.3227
970223 2210,84.3227,80.6005
970223 2215,80.6005,85.5231
970223 2220,85.5231,80.047
970223 2225,80.047,81.1216
970223 2230,81.1216,81.0402
970223 2235,81.0402,80.3851
970223 2240,80.3851,86.2456
970223 2245,86.2456,87.0108
970223 2250,87.0108,87.0108
970223 2255,87.0108,85.5363
970223 2300,85.5363,83.5836
970223 2305,83.5836,88.7448
970223 2310,88.7448,89.6487
970223 2315,89.6487,87.948
970223 2320,87.948,85.7709
970223 2325,85.7709,88.4708
970223 2330,88.4708,88.3218
970223 2335,88.3218,86.7354
970223 2340,86.7354,88.1582
970223 2345,88.1582,88.4949
970223 2350,88.4949,89.2585
970223 2355,89.2585,87.5
970224 0000,87.5,88.4595
970224 0005,88.4595,88.5774
970224 0010,88.5774,87.8693
970224 0015,87.8693,89.6416
970224 0020,89.6416,89.8367
970224 0025,89.8367,91.5646
970224 0030,91.5646,88.2808
970224 0035,88.2808,91.1955
970224 0040,91.1955,94.1963
970224 0045,94.1963,93.3871
970224 0050,93.3871,93.3871
970224 0055,93.3871,91.6226
970224 0100,91.6226,91.6522
970224 0105,91.6522,92.6923
970224 0110,92.6923,90.7115
970224 0115,90.7115,92.9697
970224 0120,92.9697,91.5476
970224 0125,91.5476,90.1648
970224 0130,90.1648,89.9688
970224 0135,89.9688,91.9155
970224 0140,91.9155,91.5195
970224 0145,91.5195,94.0109
970224 0150,94.0109,94.0109
970224 0155,94.0109,88.0933
970224 0200,88.0933,93.7042
970224 0205,93.7042,90.2833
970224 0210,90.2833,93.6
970224 0215,93.6,93.9508
970224 0220,93.9508,92.6087
970224 0225,92.6087,93.6491
970224 0230,93.6491,92.4925
970224 0235,92.4925,91.2642
970224 0240,91.2642,93.4918
970224 0245,93.4918,90.6552
970224 0250,90.6552,90.4267
970224 0255,90.4267,86.9333
970224 0300,86.9333,89.1695
970224 0305,89.1695,90.7308
970224 0310,90.7308,94
970224 0315,94,92.027
970224 0320,92.027,91.4146
970224 0325,91.4146,90.7292
970224 0330,90.7292,91.4783
970224 0335,91.4783,90.9189
970224 0340,90.9189,90.0571
970224 0345,90.0571,90.9677
970224 0350,90.9677,90.9677
970224 0355,90.9677,90.2258
970224 0400,90.2258,91.6154
970224 0405,91.6154,90.75
970224 0410,90.75,89.0571
970224 0415,89.0571,89.641
970224 0420,89.641,92.4167
970224 0425,92.4167,90.8095
970224 0430,90.8095,89.42
970224 0435,89.42,92.3529
970224 0440,92.3529,92.5385
970224 0445,92.5385,88.7568
970224 0450,88.7568,88.7568
970224 0455,88.7568,93.3243
970224 0500,93.3243,89.5106
970224 0505,89.5106,89.7037
970224 0510,89.7037,92.6875
970224 0515,92.6875,89.7049
970224 0520,89.7049,90.6491
970224 0525,90.6491,87.9804
970224 0530,87.9804,92.3729
970224 0535,92.3729,90.0161
970224 0540,90.0161,87.1667
970224 0545,87.1667,89.5732
970224 0550,89.5732,89.5732
970224 0555,89.5732,89.2523
970224 0600,89.2523,89.9307
970224 0605,89.9307,94.0085
970224 0610,94.0085,93.3534
970224 0615,93.3534,90.3561
970224 0620,90.3561,93.6
970224 0625,93.6,93.2349
970224 0630,93.2349,91.2733
970224 0635,91.2733,91.5314
970224 0640,91.5314,91.2367
970224 0645,91.2367,91.1751
970224 0650,91.1751,89.7203
970224 0655,89.7203,92.7224
970224 0700,92.7224,92.7545
970224 0705,92.7545,87.0185
970224 0710,87.0185,90.5969
970224 0715,90.5969,90.7153
970224 0720,90.7153,90.1403
970224 0725,90.1403,89.3147
970224 0730,89.3147,91.1231
970224 0735,91.1231,90.4039
970224 0740,90.4039,90.5019
970224 0745,90.5019,91.044
970224 0750,91.044,91.044
970224 0755,91.044,91.5254
970224 0800,91.5254,90.1304
970224 0805,90.1304,89.3134
970224 0810,89.3134,89.4325
970224 0815,89.4325,87.7352
970224 0820,87.7352,88.8152
970224 0825,88.8152,90.8845
970224 0830,90.8845,87.6972
970224 0835,87.6972,87.9716
970224 0840,87.9716,88.0264
970224 0845,88.0264,82.9146
970224 0850,82.9146,82.9146
970224 0855,82.9146,88.3794
970224 0900,88.3794,87.1288
970224 0905,87.1288,88.8818
970224 0910,88.8818,89.0644
970224 0915,89.0644,86.9099
970224 0920,86.9099,87.3904
970224 0925,87.3904,89.185
970224 0930,89.185,87.0475
970224 0935,87.0475,87.8466
970224 0940,87.8466,84.302
970224 0945,84.302,81.3063
970224 0950,81.3063,85.5152
970224 0955,85.5152,82.818
970224 1000,82.818,84.2635
970224 1005,84.2635,84.1152
970224 1010,84.1152,83.3643
970224 1015,83.3643,80.8306
970224 1020,80.8306,86.3521
970224 1025,86.3521,83.0947
970224 1030,83.0947,83.2317
970224 1035,83.2317,81.721
970224 1040,81.721,82.058
970224 1045,82.058,83.1807
970224 1050,83.1807,83.1807
970224 1055,83.1807,85.4615
970224 1100,85.4615,84.1583
970224 1105,84.1583,81.1215
970224 1110,81.1215,81.4497
970224 1115,81.4497,81.2959
970224 1120,81.2959,80.0507
970224 1125,80.0507,82.4255
970224 1130,82.4255,84.5468
970224 1135,84.5468,81.5335
970224 1140,81.5335,81.8784
970224 1145,81.8784,85.3096
970224 1150,85.3096,85.3096
970224 1155,85.3096,85.2138
970224 1200,85.2138,86.2523
970224 1205,86.2523,85.7563
970224 1210,85.7563,81.7731
970224 1215,81.7731,85.949
970224 1220,85.949,88.3786
970224 1225,88.3786,84.9803
970224 1230,84.9803,84.7602
970224 1235,84.7602,88.1096
970224 1240,88.1096,89.1085
970224 1245,89.1085,84.6522
970224 1250,84.6522,87.3202
970224 1255,87.3202,82.5161
970224 1300,82.5161,80.1176
970224 1305,80.1176,83.5839
970224 1310,83.5839,86.4034
970224 1315,86.4034,83.752
970224 1320,83.752,85.4263
970224 1325,85.4263,83.0175
970224 1330,83.0175,83.5315
970224 1335,83.5315,82.0426
970224 1340,82.0426,80.7511
970224 1345,80.7511,80.7715
970224 1350,80.7715,80.7715
970224 1355,80.7715,78.8045
970224 1400,78.8045,76.5463
970224 1405,76.5463,81.7838
970224 1410,81.7838,80.7018
970224 1415,80.7018,81.7156
970224 1420,81.7156,82.3484
970224 1425,82.3484,82.7697
970224 1430,82.7697,80.8845
970224 1435,80.8845,82.6923
970224 1440,82.6923,76.4819
970224 1445,76.4819,78.9267
970224 1450,78.9267,78.9267
970224 1455,78.9267,81.2884
970224 1500,81.2884,82.3526
970224 1505,82.3526,83.0559
970224 1510,83.0559,71.4352
970224 1515,71.4352,70.7199
970224 1520,70.7199,79.6378
970224 1525,79.6378,82.3265
970224 1530,82.3265,78.9593
970224 1535,78.9593,76.7035
970224 1540,76.7035,77.8117
970224 1545,77.8117,78.4744
970224 1550,78.4744,78.8655
970224 1555,78.8655,78.4754
970224 1600,78.4754,77.6762
970224 1605,77.6762,81.5262
970224 1610,81.5262,78.8539
970224 1615,78.8539,76.1501
970224 1620,76.1501,78.9
970224 1625,78.9,80.7332
970224 1630,80.7332,77.6172
970224 1635,77.6172,79.1463
970224 1640,79.1463,78.5692
970224 1645,78.5692,79.9063
970224 1650,79.9063,79.9063
970224 1655,79.9063,77.4167
970224 1700,77.4167,80.3719
970224 1705,80.3719,75.1386
970224 1710,75.1386,76.7996
970224 1715,76.7996,77.3828
970224 1720,77.3828,73.7504
970224 1725,73.7504,79.686
970224 1730,79.686,79.8255
970224 1735,79.8255,81.4523
970224 1740,81.4523,78.6618
970224 1745,78.6618,77.8145
970224 1750,77.8145,77.8145
970224 1755,77.8145,75.2562
970224 1800,75.2562,75.2888
970224 1805,75.2888,74.3724
970224 1810,74.3724,74.6293
970224 1815,74.6293,75.3487
970224 1820,75.3487,75.2211
970224 1825,75.2211,73.4623
970224 1830,73.4623,71.7013
970224 1835,71.7013,74.9549
970224 1840,74.9549,74.6436
970224 1845,74.6436,68.9099
970224 1850,68.9099,68.9099
970224 1855,68.9099,76.3843
970224 1900,76.3843,75.4818
970224 1905,75.4818,73.4796
970224 1910,73.4796,73.6973
970224 1915,73.6973,75.8437
970224 1920,75.8437,74.0285
970224 1925,74.0285,73.167
970224 1930,73.167,76.3753
970224 1935,76.3753,76.4841
970224 1940,76.4841,75.8231
970224 1945,75.8231,71.4614
970224 1950,71.4614,71.4614
970224 1955,71.4614,66.1203
970224 2000,66.1203,62.6724
970224 2005,62.6724,67.0222
970224 2010,67.0222,67.7974
970224 2015,67.7974,63.0351
970224 2020,63.0351,60.833
970224 2025,60.833,60.3792
970224 2030,60.3792,61.4587
970224 2035,61.4587,61.5134
970224 2040,61.5134,58.3947
970224 2045,58.3947,64.4504
970224 2050,64.4504,64.4504
970224 2055,64.4504,65.6904
970224 2100,65.6904,73.507
970224 2105,73.507,73.1387
970224 2110,73.1387,63.376
970224 2115,63.376,68.5742
970224 2120,68.5742,72.0408
970224 2125,72.0408,69.6685
970224 2130,69.6685,71.0436
970224 2135,71.0436,61.0103
970224 2140,61.0103,68.6986
970224 2145,68.6986,74.4756
970224 2150,74.4756,74.4756
970224 2155,74.4756,74.2762
970224 2200,74.2762,72.125
970224 2205,72.125,67.9786
970224 2210,67.9786,72.845
970224 2215,72.845,72.4533
970224 2220,72.4533,75.3179
970224 2225,75.3179,73.0651
970224 2230,73.0651,71.5657
970224 2235,71.5657,77.2936
970224 2240,77.2936,76.1455
970224 2245,76.1455,78.6682
970224 2250,78.6682,75.8978
970224 2255,75.8978,76.7488
970224 2300,76.7488,77.1933
970224 2305,77.1933,82.386
970224 2310,82.386,83.3073
970224 2315,83.3073,85.9394
970224 2320,85.9394,87.946
970224 2325,87.946,85.5805
970224 2330,85.5805,86.4365
970224 2335,86.4365,87.7043
970224 2340,87.7043,87.8594
970224 2345,87.8594,90.0041
970224 2350,90.0041,90.0041
970224 2355,90.0041,85.3838
970225 0000,85.3838,86.6632
970225 0005,86.6632,90.9947
970225 0010,90.9947,88.2222
970225 0015,88.2222,88.5736
970225 0020,88.5736,89.8295
970225 0025,89.8295,88.8092
970225 0030,88.8092,91.0081
970225 0035,91.0081,88.7778
970225 0040,88.7778,88.7909
970225 0045,88.7909,90.9341
970225 0050,90.9341,90.9341
970225 0055,90.9341,93.0345
970225 0100,93.0345,88.8391
970225 0105,88.8391,88.2683
970225 0110,88.2683,91.1111
970225 0115,91.1111,89.9114
970225 0120,89.9114,88.1781
970225 0125,88.1781,87.1324
970225 0130,87.1324,90.6986
970225 0135,90.6986,88.8548
970225 0140,88.8548,89.7
970225 0145,89.7,90.4792
970225 0150,90.4792,91.1607
970225 0155,91.1607,89.8478
970225 0200,89.8478,88.7719
970225 0205,88.7719,86.2821
970225 0210,86.2821,87.2105
970225 0215,87.2105,90.8095
970225 0220,90.8095,86.2
970225 0225,86.2,91.551
970225 0230,91.551,91.075
970225 0235,91.075,90.9111
970225 0240,90.9111,91
970225 0245,91,88.1351
970225 0250,88.1351,88.1351
970225 0255,88.1351,84.8621
970225 0300,84.8621,90.64
970225 0305,90.64,88.0333
970225 0310,88.0333,91.4375
970225 0315,91.4375,91.6786
970225 0320,91.6786,88.3636
970225 0325,88.3636,86.375
970225 0330,86.375,85.9512
970225 0335,85.9512,84.2121
970225 0340,84.2121,86.2917
970225 0345,86.2917,86.5833
970225 0350,86.5833,86.5833
970225 0355,86.5833,87.0278
970225 0400,87.0278,87.9355
970225 0405,87.9355,88.7059
970225 0410,88.7059,90.4242
970225 0415,90.4242,92.1724
970225 0420,92.1724,93.2
970225 0425,93.2,90.6875
970225 0430,90.6875,89.1351
970225 0435,89.1351,87.1176
970225 0440,87.1176,88.8
970225 0445,88.8,89.9057
970225 0450,89.9057,91.6
970225 0455,91.6,85.5714
970225 0500,85.5714,91.2174
970225 0505,91.2174,87.2558
970225 0510,87.2558,86.48
970225 0515,86.48,87.8378
970225 0520,87.8378,85.2647
970225 0525,85.2647,88.7465
970225 0530,88.7465,86.8605
970225 0535,86.8605,93.5319
970225 0540,93.5319,91.1429
970225 0545,91.1429,87.7586
970225 0550,87.7586,87.7586
970225 0555,87.7586,91.9118
970225 0600,91.9118,90.6383
970225 0605,90.6383,92.3511
970225 0610,92.3511,90.749
970225 0615,90.749,89.5087
970225 0620,89.5087,88.8881
970225 0625,88.8881,86.664
970225 0630,86.664,88.4231
970225 0635,88.4231,86.531
970225 0640,86.531,83.298
970225 0645,83.298,81.2283
970225 0650,81.2283,81.2283
970225 0655,81.2283,71.665
970225 0700,71.665,67.0329
970225 0705,67.0329,69.5339
970225 0710,69.5339,74.4818
970225 0715,74.4818,85.6862
970225 0720,85.6862,85.5222
970225 0725,85.5222,84.9605
970225 0730,84.9605,84.2206
970225 0735,84.2206,75.0755
970225 0740,75.0755,75.6281
970225 0745,75.6281,71.0869
970225 0750,71.0869,71.0869
970225 0755,71.0869,69.2626
970225 0800,69.2626,69.9851
970225 0805,69.9851,69.107
970225 0810,69.107,71.191
970225 0815,71.191,71.2641
970225 0820,71.2641,71.0587
970225 0825,71.0587,68.4191
970225 0830,68.4191,65.5058
970225 0835,65.5058,61.8105
970225 0840,61.8105,25.2378
970225 0845,25.2378,21.2825
970225 0850,21.2825,21.2825
970225 0855,21.2825,19.506
970225 0900,19.506,30.9955
970225 0905,30.9955,43.8192
970225 0910,43.8192,48.8227
970225 0915,48.8227,45.3181
970225 0920,45.3181,47.5853
970225 0925,47.5853,62.0762
970225 0930,62.0762,60.8619
970225 0935,60.8619,44.1194
970225 0940,44.1194,61.7743
970225 0945,61.7743,67.9485
970225 0950,67.9485,67.9485
970225 0955,67.9485,67.3008
970225 1000,67.3008,53.4687
970225 1005,53.4687,56.8801
970225 1010,56.8801,49.3465
970225 1015,49.3465,59.6965
970225 1020,59.6965,62.8047
970225 1025,62.8047,62.3682
970225 1030,62.3682,69.8137
970225 1035,69.8137,65.493
970225 1040,65.493,58.9869
970225 1045,58.9869,66.6379
970225 1050,66.6379,66.6379
970225 1055,66.6379,73.163
970225 1100,73.163,73.2349
970225 1105,73.2349,84.2089
970225 1110,84.2089,85.6061
970225 1115,85.6061,81.7456
970225 1120,81.7456,84.9594
970225 1125,84.9594,85.5228
970225 1130,85.5228,86.6398
970225 1135,86.6398,82.1176
970225 1140,82.1176,78.2525
970225 1145,78.2525,84.2953
970225 1150,84.2953,82.1753
970225 1155,82.1753,77.2109
970225 1200,77.2109,86.5774
970225 1205,86.5774,85.7417
970225 1210,85.7417,84.0163
970225 1215,84.0163,89.5796
970225 1220,89.5796,88.0767
970225 1225,88.0767,82.7725
970225 1230,82.7725,84.2725
970225 1235,84.2725,82.8575
970225 1240,82.8575,84.1603
970225 1245,84.1603,81.1615
970225 1250,81.1615,81.1615
970225 1255,81.1615,85.8544
970225 1300,85.8544,85.8972
970225 1305,85.8972,81.7725
970225 1310,81.7725,82.7477
970225 1315,82.7477,81.9453
970225 1320,81.9453,80.5123
970225 1325,80.5123,73.0901
970225 1330,73.0901,78.0742
970225 1335,78.0742,73.1882
970225 1340,73.1882,74.3658
970225 1345,74.3658,76.3824
970225 1350,76.3824,76.3824
970225 1355,76.3824,82.776
970225 1400,82.776,82.5147
970225 1405,82.5147,79.8182
970225 1410,79.8182,73.3268
970225 1415,73.3268,77.4763
970225 1420,77.4763,78.8007
970225 1425,78.8007,84.4437
970225 1430,84.4437,74.2665
970225 1435,74.2665,78.0357
970225 1440,78.0357,79.2305
970225 1445,79.2305,76.5275
970225 1450,76.5275,79.095
970225 1455,79.095,77.8918
970225 1500,77.8918,84.2549
970225 1505,84.2549,84.5924
970225 1510,84.5924,82.6462
970225 1515,82.6462,86.3364
970225 1520,86.3364,82.3115
970225 1525,82.3115,79.098
970225 1530,79.098,78.9582
970225 1535,78.9582,85.8872
970225 1540,85.8872,83.499
970225 1545,83.499,83.9956
970225 1550,83.9956,83.9956
970225 1555,83.9956,85.8627
970225 1600,85.8627,79.6746
970225 1605,79.6746,76.2286
970225 1610,76.2286,82.2879
970225 1615,82.2879,80.8992
970225 1620,80.8992,76.1962
970225 1625,76.1962,81.0455
970225 1630,81.0455,81.9016
970225 1635,81.9016,81.7114
970225 1640,81.7114,79.2348
970225 1645,79.2348,82.222
970225 1650,82.222,82.222
970225 1655,82.222,81.5792
970225 1700,81.5792,84.2688
970225 1705,84.2688,81.8718
970225 1710,81.8718,86.5838
970225 1715,86.5838,83.0923
970225 1720,83.0923,79.3376
970225 1725,79.3376,76.5164
970225 1730,76.5164,81.7745
970225 1735,81.7745,80.5051
970225 1740,80.5051,83.6439
970225 1745,83.6439,79.0197
970225 1750,79.0197,79.8356
970225 1755,79.8356,81.0827
970225 1800,81.0827,80.9733
970225 1805,80.9733,76.1973
970225 1810,76.1973,77.9882
970225 1815,77.9882,80.4463
970225 1820,80.4463,81.963
970225 1825,81.963,80.0944
970225 1830,80.0944,83.4241
970225 1835,83.4241,83.2025
970225 1840,83.2025,81.5378
970225 1845,81.5378,85.0543
970225 1850,85.0543,85.0543
970225 1855,85.0543,83.5835
970225 1900,83.5835,84.5989
970225 1905,84.5989,86.8046
970225 1910,86.8046,85.5538
970225 1915,85.5538,87.5963
970225 1920,87.5963,82.6299
970225 1925,82.6299,86.25
970225 1930,86.25,84.6475
970225 1935,84.6475,78.739
970225 1940,78.739,86.1098
970225 1945,86.1098,82.8098
970225 1950,82.8098,82.8098
970225 1955,82.8098,86.9385
970225 2000,86.9385,87.2569
970225 2005,87.2569,88.0895
970225 2010,88.0895,87.2845
970225 2015,87.2845,86.8289
970225 2020,86.8289,81.9859
970225 2025,81.9859,81.5676
970225 2030,81.5676,83.0497
970225 2035,83.0497,84.5
970225 2040,84.5,85.9819
970225 2045,85.9819,87.3487
970225 2050,87.3487,86.3864
970225 2055,86.3864,87.1101
970225 2100,87.1101,91.6617
970225 2105,91.6617,87.5498
970225 2110,87.5498,90.6345
970225 2115,90.6345,89.1213
970225 2120,89.1213,88.1862
970225 2125,88.1862,91.0525
970225 2130,91.0525,91.5
970225 2135,91.5,86.6039
970225 2140,86.6039,90.53
970225 2145,90.53,90.1829
970225 2150,90.1829,90.1829
970225 2155,90.1829,91.1547
970225 2200,91.1547,88.1261
970225 2205,88.1261,92.4286
970225 2210,92.4286,88.2909
970225 2215,88.2909,89.7907
970225 2220,89.7907,87.5259
970225 2225,87.5259,89.5538
970225 2230,89.5538,90.2406
970225 2235,90.2406,88.8143
970225 2240,88.8143,89.7872
970225 2245,89.7872,90.0148
970225 2250,90.0148,90.0148
970225 2255,90.0148,90.1455
970225 2300,90.1455,91.5563
970225 2305,91.5563,94.6444
970225 2310,94.6444,93.0085
970225 2315,93.0085,89.9252
970225 2320,89.9252,90.9819
970225 2325,90.9819,88.4394
970225 2330,88.4394,88.5164
970225 2335,88.5164,88.8723
970225 2340,88.8723,88.2739
970225 2345,88.2739,90.5929
970225 2350,90.5929,90.5929
970225 2355,90.5929,92.5625
970226 0000,92.5625,86.26
970226 0005,86.26,91.3958
970226 0010,91.3958,92.3626
970226 0015,92.3626,92.4706
970226 0020,92.4706,91.7982
970226 0025,91.7982,91.3301
970226 0030,91.3301,92.8621
