日期和時間,流量(車輛/小時),車速(公里/小時),密度(車輛/公里)
970212 2335,2160,89.0667,6.0629
970212 2340,1824,89.2039,5.1119
970212 2345,1752,84.8014,5.165
970212 2350,1728,83.5833,5.1685
970212 2355,1728,83.5833,5.1685
970213 0000,1476,89.4634,4.1246
970213 0005,1188,91.303,3.2529
970213 0010,1560,88.9692,4.3835
970213 0015,1356,89.9469,3.7689
970213 0020,1584,86.0758,4.6006
970213 0025,1464,91.2131,4.0126
970213 0030,1224,87.1863,3.5097
970213 0035,1212,88.6733,3.417
970213 0040,1152,89.7917,3.2074
970213 0045,1224,90.9118,3.3659
970213 0050,1044,92.1609,2.832
970213 0055,1044,92.1609,2.832
970213 0100,936,93.2692,2.5089
970213 0105,768,88.7813,2.1626
970213 0110,864,89.5278,2.4127
970213 0115,900,90.96,2.4736
970213 0120,888,91.8784,2.4162
970213 0125,900,91,2.4725
970213 0130,648,93.2593,1.7371
970213 0135,876,87.1644,2.5125
970213 0140,708,92.678,1.9098
970213 0145,1008,91.6905,2.7484
970213 0150,804,90.9851,2.2092
970213 0155,804,90.9851,2.2092
970213 0200,708,92.4576,1.9144
970213 0205,732,91.1475,2.0077
970213 0210,528,94.6364,1.3948
970213 0220,408,90.1176,1.1319
970213 0225,708,92.4576,1.9144
970213 0230,360,88.0667,1.022
970213 0245,588,92.2449,1.5936
970213 0250,588,92.2449,1.5936
970213 0255,828,88.9565,2.327
970213 0300,468,95.3846,1.2266
970213 0305,468,93.3846,1.2529
970213 0310,348,93.2759,0.9327
970213 0315,312,88.2692,0.8837
970213 0320,432,92.3056,1.17
970213 0325,432,92.3056,1.17
970213 0330,276,89.3478,0.7723
970213 0335,396,94.697,1.0454
970213 0340,336,86.1071,0.9755
970213 0345,348,90.7241,0.959
970213 0350,408,86.3529,1.1812
970213 0355,408,86.3529,1.1812
970213 0400,312,93.6538,0.8329
970213 0405,288,96.5,0.7461
970213 0410,288,91,0.7912
970213 0415,336,91.6786,0.9162
970213 0420,432,92.4444,1.1683
970213 0425,372,89.3226,1.0412
970213 0430,396,87.1515,1.136
970213 0435,348,90.2414,0.9641
970213 0440,312,91.3462,0.8539
970213 0445,432,89.7778,1.203
970213 0450,276,91.2174,0.7564
970213 0455,276,91.2174,0.7564
970213 0500,420,85.7714,1.2242
970213 0505,492,89.7073,1.3711
970213 0510,492,91,1.3516
970213 0515,456,88.0263,1.2951
970213 0520,708,91.1186,1.9425
970213 0525,720,89.2667,2.0164
970213 0530,900,92.08,2.4435
970213 0535,816,87.5294,2.3306
970213 0540,648,88.1111,1.8386
970213 0545,912,88.9079,2.5645
970213 0550,1008,93.3095,2.7007
970213 0555,1008,93.3095,2.7007
970213 0600,1548,90.7519,4.2644
970213 0605,1440,90.1583,3.993
970213 0610,1764,89.9524,4.9026
970213 0615,1944,89.3827,5.4373
970213 0620,2268,90.5079,6.2646
970213 0625,2400,84.23,7.1234
970213 0630,3156,88.7681,8.8883
970213 0635,3576,83.8356,10.6637
970213 0640,3372,86.4591,9.7503
970213 0645,4356,71.3278,15.2675
970213 0650,4512,84.1702,13.4014
970213 0655,4512,84.1702,13.4014
970213 0700,5352,78.1614,17.1184
970213 0705,6504,76.0185,21.3895
970213 0710,6336,73.1155,21.6643
970213 0715,7092,70.2284,25.2462
970213 0720,7188,69.1636,25.9819
970213 0725,6804,70.3263,24.1873
970213 0730,7248,66.4354,27.2746
970213 0735,7080,65.6932,26.9434
970213 0740,6852,68.6252,24.9617
970213 0745,6504,67.0037,24.2673
970213 0750,6960,65.0466,26.7501
970213 0755,6960,65.0466,26.7501
970213 0800,6396,67.8255,23.5752
970213 0805,6828,69.6942,24.4927
970213 0810,6588,69.9381,23.5494
970213 0815,6744,67.3488,25.0339
970213 0820,7128,70.3788,25.3201
970213 0825,6600,67.2727,24.527
970213 0830,7200,64.5467,27.8868
970213 0835,6504,65.655,24.7658
970213 0840,6648,66.6949,24.9194
970213 0845,6216,69.5907,22.3306
970213 0850,5784,77.112,18.7519
970213 0855,5784,77.112,18.7519
970213 0900,5304,75.371,17.593
970213 0905,5376,69.5335,19.3288
970213 0910,5652,68.0361,20.7684
970213 0915,5592,75.9807,18.3994
970213 0920,5436,74.404,18.2652
970213 0925,5268,74.1253,17.7672
970213 0930,5040,79.1381,15.9215
970213 0935,5484,76.8906,17.8305
970213 0940,5100,80.5482,15.829
970213 0945,5292,71.4966,18.5044
970213 0950,4956,79.845,15.5176
970213 0955,4956,79.845,15.5176
970213 1000,5172,72.4501,17.8468
970213 1005,5004,77.0072,16.2452
970213 1010,5064,77.1801,16.4032
970213 1015,4932,71.2798,17.298
970213 1020,5460,78.1451,17.4675
970213 1025,4404,82.2343,13.3886
970213 1030,4932,77.5109,15.9074
970213 1035,4920,63.139,19.4808
970213 1040,5436,65.7241,20.6774
970213 1045,5196,69.8868,18.5872
970213 1050,4716,76.7659,15.3584
970213 1055,4716,76.7659,15.3584
970213 1100,4632,81.3497,14.2348
970213 1105,4536,77.5714,14.6188
970213 1110,5364,75.8367,17.6827
970213 1115,4800,79.495,15.0953
970213 1120,4860,71.921,16.8935
970213 1125,4944,74.8083,16.5222
970213 1130,4812,81.9601,14.6779
970213 1135,4944,75.7985,16.3064
970213 1140,4596,78.8381,14.5742
970213 1145,4416,78.6712,14.0331
970213 1150,4944,76.8447,16.0844
970213 1155,4944,76.8447,16.0844
970213 1200,4752,78.5859,15.1172
970213 1205,4152,83.6561,12.4079
970213 1210,4116,85.4927,12.0361
970213 1215,4284,84.2437,12.7131
970213 1220,4812,82.1397,14.6458
970213 1225,4416,78.3832,14.0847
970213 1230,4068,83.5339,12.1747
970213 1235,4848,82.9183,14.6168
970213 1240,5460,76.2418,17.9036
970213 1245,4392,79.3852,13.8313
970213 1250,5016,81.1962,15.4441
970213 1255,5016,81.1962,15.4441
970213 1300,5136,79.1706,16.2181
970213 1305,5304,73.6878,17.9948
970213 1310,5028,79.0167,15.908
970213 1315,5088,80.0236,15.8953
970213 1320,5388,79.7194,16.8968
970213 1325,5604,78.197,17.9163
970213 1330,5940,73.097,20.3155
970213 1335,5700,79.4316,17.94
970213 1340,5652,79.1847,17.8444
970213 1345,5568,76.8233,18.1195
970213 1350,5952,76.2661,19.5106
970213 1355,5784,78.1867,18.4942
970213 1400,5916,75.7424,19.5267
970213 1405,5784,78.1826,18.4952
970213 1410,5772,76.0728,18.9687
970213 1415,6372,72.0979,22.0949
970213 1420,5496,74.7467,18.3821
970213 1425,5820,70.4062,20.6658
970213 1430,6012,73.6707,20.4016
970213 1435,6096,74.874,20.3542
970213 1440,5964,69.008,21.6062
970213 1445,6192,70.7888,21.8679
970213 1450,6156,77.6647,19.8159
970213 1455,6156,77.6647,19.8159
970213 1500,6060,73.6,20.5842
970213 1505,5148,77.711,16.5614
970213 1510,5232,78.3234,16.7
970213 1515,5592,77.588,18.0183
970213 1520,5364,76.6331,17.499
970213 1525,6132,76.454,20.0513
970213 1530,5604,79.1456,17.7016
970213 1535,5952,77.2379,19.2652
970213 1540,5148,77.0699,16.6991
970213 1545,6216,76.2201,20.3883
970213 1550,5700,77.0926,18.4843
970213 1555,5700,77.0926,18.4843
970213 1600,5820,79.0062,18.4163
970213 1605,5448,78.5022,17.3498
970213 1610,5412,78.7184,17.1878
970213 1615,5544,75.4502,18.3697
970213 1620,5148,77.6317,16.5783
970213 1625,6204,65.4681,23.6909
970213 1630,5520,74.9043,18.4235
970213 1635,6348,72.9282,21.7611
970213 1640,5676,71.1036,19.9568
970213 1645,6372,65.2655,24.408
970213 1650,6372,69.096,23.0549
970213 1655,6372,69.096,23.0549
970213 1700,5628,73.5586,19.1276
970213 1705,6444,69.9665,23.0253
970213 1710,5748,71.643,20.0578
970213 1715,5892,75.3177,19.5572
970213 1720,6108,68.3242,22.3493
970213 1725,6204,71.4526,21.7067
970213 1730,6600,69.4545,23.7565
970213 1735,6852,70.3065,24.3648
970213 1740,6156,70.8791,21.713
970213 1745,5448,68.9868,19.7429
970213 1750,5880,74.4122,19.7548
970213 1755,5880,74.4122,19.7548
970213 1800,4848,73.6262,16.4615
970213 1805,6000,70.5,21.2766
970213 1810,5628,67.3177,20.9009
970213 1815,5568,73.556,18.9243
970213 1820,5220,74.2759,17.5696
970213 1825,5448,72.1035,18.8895
970213 1830,5148,75.9953,16.9352
970213 1835,5148,67.7389,18.9994
970213 1840,5340,71.3348,18.7146
970213 1845,4752,76.6742,15.4941
970213 1850,4752,76.0556,15.6202
970213 1855,4752,76.0556,15.6202
970213 1900,4956,73.9709,16.7498
970213 1905,4320,76.0889,14.1939
970213 1910,4752,76.7071,15.4875
970213 1915,4932,75.9319,16.2382
970213 1920,4380,80.1288,13.6655
970213 1925,4440,74.7351,14.8525
970213 1930,3912,76.5706,12.7725
970213 1935,4836,78.2556,15.4494
970213 1940,3996,78.1081,12.79
970213 1945,3912,80.4448,12.1574
970213 1950,3612,79.9601,11.2931
970213 1955,3612,79.9601,11.2931
970213 2000,4824,72.1318,16.7194
970213 2005,3468,85.0554,10.1934
970213 2010,4428,78.4607,14.109
970213 2015,4092,76.0235,13.4564
970213 2020,3720,83.6613,11.1163
970213 2025,4080,82.0588,12.4301
970213 2030,4572,83.7139,13.6536
970213 2035,4164,83.9107,12.4061
970213 2040,4080,78.0559,13.0676
970213 2045,4128,82.1163,12.5675
970213 2050,3684,80.1238,11.4947
970213 2055,3684,80.1238,11.4947
970213 2100,4116,80.5773,12.7704
970213 2105,3636,84.0528,10.8146
970213 2110,3456,86.4132,9.9985
970213 2115,3636,84.1419,10.8032
970213 2120,3252,84.6199,9.6077
970213 2125,3324,87.9531,9.4482
970213 2130,3600,85.5,10.5263
970213 2135,3180,88.3698,8.9963
970213 2140,3420,87.6667,9.7529
970213 2145,3216,86.7201,9.2712
970213 2150,3456,88.6076,9.7509
970213 2155,3456,88.6076,9.7509
970213 2200,2748,90.7074,7.5738
970213 2205,3300,91.9091,8.9763
970213 2210,3228,84.9703,9.4974
970213 2215,3180,86.1547,9.2276
970213 2220,2868,89.0586,8.0509
970213 2225,3372,89.2456,9.4458
970213 2230,2760,90.8696,7.5933
970213 2235,2808,88.7564,7.9093
970213 2240,3156,86.9924,9.0698
970213 2245,2628,89.4384,7.3458
970213 2250,2580,88.2372,7.3098
970213 2255,2580,88.2372,7.3098
970213 2300,2340,90.2462,6.4823
970213 2305,2184,89.1374,6.1254
970213 2310,2124,92.4407,5.7442
970213 2315,2664,92.9369,7.1661
970213 2320,2088,92.0747,5.6693
970213 2325,2016,91.0536,5.5352
970213 2330,2040,89.2059,5.7171
970213 2335,2148,91.3966,5.8755
970213 2340,1692,91.4539,4.6253
970213 2345,2112,90.6364,5.8255
970213 2350,1608,94.5,4.254
970213 2355,1608,94.5,4.254
970214 0000,1668,95.0216,4.3885
970214 0005,1584,92.553,4.2786
970214 0010,1536,90.7656,4.2307
970214 0015,1296,92.0926,3.5182
970214 0020,1308,92.1376,3.549
970214 0025,1584,92.9091,4.2622
970214 0030,1164,91.567,3.178
970214 0035,1320,87.9636,3.7516
970214 0040,1104,94.6087,2.9173
970214 0045,1140,97.4105,2.9258
970214 0050,804,91.9552,2.1858
970214 0055,804,91.9552,2.1858
970214 0100,1032,93.9767,2.7454
970214 0105,912,93.4474,2.4399
970214 0110,864,92.6806,2.3306
970214 0115,696,93.9828,1.8514
970214 0120,720,90.9,1.9802
970214 0125,720,90.8167,1.982
970214 0130,624,92.0962,1.6939
970214 0135,564,89.7234,1.5715
970214 0140,564,92.7234,1.5207
970214 0145,468,89.6667,1.3048
970214 0150,576,86.8542,1.658
970214 0155,576,86.8542,1.658
970214 0200,672,89.0536,1.8865
970214 0205,624,94.0962,1.6579
970214 0210,456,93.7368,1.2162
970214 0215,444,88.8378,1.2495
970214 0220,648,95,1.7053
970214 0225,696,90.0172,1.933
970214 0230,588,94.5714,1.5544
970214 0235,456,89.1842,1.2783
970214 0240,516,91.4186,1.4111
970214 0245,444,97.5405,1.138
970214 0250,444,97.5405,1.138
970214 0255,720,96.15,1.8721
970214 0300,600,93.8,1.5991
970214 0305,432,89.9167,1.2011
970214 0310,504,89,1.4157
970214 0315,492,94.1707,1.3061
970214 0320,540,89.8,1.5033
970214 0325,492,91.6585,1.3419
970214 0330,420,92.6,1.1339
970214 0335,492,92.2683,1.3331
970214 0340,504,96,1.3125
970214 0345,492,91.2439,1.348
970214 0350,420,91.5714,1.1466
970214 0355,420,91.5714,1.1466
970214 0400,456,90.1579,1.2644
970214 0405,480,92.7,1.2945
970214 0410,384,86.6875,1.1074
970214 0415,408,91.7353,1.1119
970214 0420,444,94.7838,1.1711
970214 0425,288,89.7083,0.8026
970214 0430,312,90.5,0.8619
970214 0435,408,89.5588,1.1389
970214 0440,336,91.2143,0.9209
970214 0445,336,88,0.9545
970214 0450,372,89.6774,1.0371
970214 0455,372,89.6774,1.0371
970214 0500,360,91.7667,0.9807
970214 0505,492,88.2195,1.3942
970214 0510,624,93.25,1.6729
970214 0515,528,90.9318,1.4516
970214 0520,672,91.0714,1.8447
970214 0525,768,93.6875,2.0494
970214 0530,720,91.3,1.9715
970214 0535,876,90.0959,2.4307
970214 0540,756,87.8571,2.1512
970214 0545,996,91.7711,2.7133
970214 0550,948,89.1646,2.658
970214 0555,948,89.1646,2.658
970214 0600,1272,93.8868,3.3871
970214 0605,1332,92.2432,3.61
970214 0610,1212,92.8218,3.2643
970214 0615,1728,95.6458,4.5167
970214 0620,2340,89.1282,6.5636
970214 0625,2556,89.0657,7.1745
970214 0630,3072,89.5391,8.5773
970214 0635,3264,89.6838,9.0986
970214 0640,3408,85.8169,9.9281
970214 0645,4776,86.9221,13.7364
970214 0650,4896,78.4951,15.5933
970214 0655,4896,78.4951,15.5933
970214 0700,7068,74.5416,23.7049
970214 0705,6468,80.82,20.0074
970214 0710,6456,78.1208,20.6603
970214 0715,7368,75.9316,24.2587
970214 0720,7020,74.1744,23.6605
970214 0725,7224,72.9053,24.7719
970214 0730,7872,70.4375,27.9397
970214 0735,7560,71.8635,26.2999
970214 0740,6720,75.2054,22.3388
970214 0745,6864,65.4283,26.2272
970214 0750,7680,51.4828,37.294
970214 0755,7680,51.4828,37.294
970214 0800,7212,68.5624,26.2972
970214 0805,7596,66.0916,28.7328
970214 0810,7404,61.8039,29.9496
970214 0815,7500,71.0304,26.3971
970214 0820,6432,73.4011,21.907
970214 0825,6684,70.2101,23.8
970214 0830,7620,63.1811,30.1514
970214 0835,6180,77.2602,19.9974
970214 0840,6516,74.5267,21.8579
970214 0845,6444,76.6592,21.0151
970214 0850,5844,82.3121,17.7495
970214 0855,5844,82.3121,17.7495
970214 0900,6468,77.4768,20.8708
970214 0905,5508,77.7712,17.7058
970214 0910,6264,77.1149,20.3073
970214 0915,5256,79.3014,16.5697
970214 0920,5352,78.6659,17.0086
970214 0925,5340,84.0539,15.8827
970214 0930,5328,78.8694,16.8887
970214 0935,5460,74.6945,18.2744
970214 0940,4836,81.0422,14.9182
970214 0945,5724,78.413,18.2495
970214 0950,5280,73.1364,18.0485
970214 0955,5280,73.1364,18.0485
970214 1000,5688,77.2574,18.406
970214 1005,5076,82.253,15.428
970214 1010,5172,75.8515,17.0465
970214 1015,5352,74.0179,18.0767
970214 1020,5604,76.4818,18.3181
970214 1025,4488,79.1604,14.1737
970214 1030,5724,71.9727,19.8825
970214 1035,5304,74.2172,17.8665
970214 1040,5472,75.7346,18.0631
970214 1045,4740,81.8987,14.4691
970214 1050,5388,78.078,17.252
970214 1055,5388,78.078,17.252
970214 1100,5124,76.7635,16.6876
970214 1105,5232,80.8372,16.1807
970214 1110,5232,74.8028,17.486
970214 1115,5412,79.9933,16.9139
970214 1120,5136,80.4322,15.9637
970214 1125,5808,78.2045,18.5667
970214 1130,5196,82.1085,15.8205
970214 1135,5040,75.6119,16.664
970214 1140,5148,82.1655,15.6635
970214 1145,4692,77.8133,15.0745
970214 1150,4140,82.4029,12.5602
970214 1155,4140,82.4029,12.5602
970214 1200,4848,79.9356,15.1622
970214 1205,4296,79.6397,13.4857
970214 1210,4344,78.4337,13.8461
970214 1215,4416,76.3342,14.4627
970214 1220,4620,76.2597,15.1456
970214 1225,5004,78.5588,15.9244
970214 1230,4296,78.2849,13.7191
970214 1235,4956,77.1889,16.0515
970214 1240,4956,71.9443,17.2217
970214 1245,5136,77.4346,16.5817
970214 1250,4548,81.029,14.032
970214 1255,4548,81.029,14.032
970214 1300,4272,84.073,12.7032
970214 1305,4740,78.0759,15.1775
970214 1310,5856,74.9652,19.5291
970214 1315,5952,77.2238,19.2687
970214 1320,5496,79.8712,17.2027
970214 1325,5340,78.0472,17.105
970214 1330,6120,73.9686,20.6844
970214 1335,5172,77.6125,16.6597
970214 1340,5268,75.1822,17.5174
970214 1345,5724,69.9057,20.4704
970214 1350,5328,74.0428,17.9896
970214 1355,5328,74.0428,17.9896
970214 1400,5868,73.8978,19.8518
970214 1405,5316,73.8916,17.9858
970214 1410,6240,64.6173,24.1421
970214 1415,5928,73.6154,20.1317
970214 1420,5532,74.1367,18.6547
970214 1425,6036,68.839,21.9207
970214 1430,5436,74.2671,18.2988
970214 1435,6336,65.3295,24.2463
970214 1440,6204,70.2553,22.0766
970214 1445,5964,71.332,20.9023
970214 1450,5712,75.2584,18.9746
970214 1455,5712,75.2584,18.9746
970214 1500,6516,64.2044,25.3721
970214 1505,5460,75.6,18.0556
970214 1510,5568,73.7414,18.8768
970214 1515,5592,73.3283,19.0649
970214 1520,6240,73.0962,21.3418
970214 1525,5700,71.9516,19.805
970214 1530,5460,77.1824,17.6854
970214 1535,6024,75.1693,20.0348
970214 1540,5520,75.0109,18.3973
970214 1545,5448,75.5991,18.0161
970214 1550,6072,73.247,20.7244
970214 1555,6072,73.247,20.7244
970214 1600,5568,75.3405,18.4761
970214 1605,5628,73.6866,19.0944
970214 1610,5712,69.0525,20.6799
970214 1615,5616,76.1453,18.4384
970214 1620,6096,68.2618,22.3258
970214 1625,5532,72.1497,19.1685
970214 1630,6228,71.3083,21.8348
970214 1635,5256,74.5776,17.6192
970214 1640,6084,70.9842,21.4273
970214 1645,6060,71.0119,21.3345
970214 1650,5856,66.1537,22.1303
970214 1655,5856,66.1537,22.1303
970214 1700,6108,67.2161,22.7178
970214 1705,6024,65.6275,22.9477
970214 1710,5652,64.2144,22.0044
970214 1715,5424,68.8717,19.6888
970214 1720,4944,71.534,17.2785
970214 1725,5436,69.0905,19.6699
970214 1730,5472,70.2018,19.4867
970214 1735,5160,68.8326,18.7411
970214 1740,5424,67.4314,20.1093
970214 1745,5232,65.2982,20.0312
970214 1750,5184,69.8819,18.5456
970214 1755,5184,69.8819,18.5456
970214 1800,6000,58.288,25.7343
970214 1805,6384,60.5865,26.3425
970214 1810,6324,60.482,26.14
970214 1815,6540,62.3541,26.2212
970214 1820,6264,63.8352,24.5319
970214 1825,6024,66.6474,22.5965
970214 1830,5928,65.33,22.6848
970214 1835,6132,63.1331,24.282
970214 1840,6360,66.4849,23.9152
970214 1845,6036,69.7634,21.6302
970214 1850,6900,61.0817,28.2408
970214 1855,6900,61.0817,28.2408
970214 1900,5172,71.587,18.0619
970214 1905,5556,72.581,19.1372
970214 1910,5592,71.4871,19.556
970214 1915,5028,78.2053,16.0731
970214 1920,5196,74.2171,17.5027
970214 1925,5160,74.486,17.3187
970214 1930,4824,77.9478,15.4719
970214 1935,4380,79.9397,13.6978
970214 1940,4368,78.3049,13.9455
970214 1945,4104,80.4737,12.7495
970214 1950,4248,82.791,12.8275
970214 1955,4248,82.791,12.8275
970214 2000,4092,84.2522,12.1421
970214 2005,4344,81.4448,13.3342
970214 2010,4536,84.4524,13.4277
970214 2015,4224,79.1563,13.3407
970214 2020,3828,87.2602,10.9672
970214 2025,3816,86.8648,10.9826
970214 2030,4296,85.4609,12.5672
970214 2035,3708,81.2136,11.4143
970214 2040,4380,80.1808,13.6566
970214 2045,3864,81.5342,11.8478
970214 2050,3876,78.9443,12.2745
970214 2055,3876,78.9443,12.2745
970214 2100,3612,85.0033,10.6231
970214 2105,3792,85.1139,11.138
970214 2110,3828,80.373,11.907
970214 2115,4044,81.4184,12.4173
970214 2120,4032,74.369,13.554
970214 2125,3852,85.0187,11.3269
970214 2130,3444,86.0732,10.0031
970214 2135,3564,85.596,10.4094
970214 2140,3456,86.7465,9.9601
970214 2145,3696,83.3084,11.0913
970214 2150,3456,85.5278,10.102
970214 2155,3456,85.5278,10.102
970214 2200,3132,88.2605,8.8715
970214 2205,2736,85,8.0471
970214 2210,3072,85.1875,9.0154
970214 2215,3204,84.2996,9.5018
970214 2220,2928,87.2787,8.3869
970214 2225,3300,88.4364,9.3287
970214 2230,3324,88.0036,9.4428
970214 2235,3540,83.6237,10.5831
970214 2240,3072,88.3789,8.6899
970214 2245,3012,86.1116,8.7445
970214 2250,2976,87.6411,8.4892
970214 2255,2976,87.6411,8.4892
970214 2300,2568,89.514,7.1721
970214 2305,2172,88.9006,6.1079
970214 2310,2472,88.6893,6.9681
970214 2315,2040,88.8882,5.7375
970214 2320,2256,87.1702,6.4701
970214 2325,2184,89.1319,6.1258
970214 2330,2088,90.3678,5.7764
970214 2335,1944,90.3457,5.3793
970214 2340,2076,89.8786,5.7745
970214 2345,1704,92.2958,4.6156
970214 2350,1812,90.5629,5.002
970214 2355,1812,90.5629,5.002
970215 0000,1620,89.8148,4.5093
970215 0005,1644,91.6496,4.4845
970215 0010,1332,91.9099,3.6231
970215 0015,1452,90.3471,4.0178
970215 0020,1356,88.7788,3.8185
970215 0025,1416,92.1695,3.8408
970215 0030,1356,93.8053,3.6139
970215 0035,1308,89.6606,3.6471
970215 0040,1344,91.4911,3.6725
970215 0045,960,93.125,2.5772
970215 0050,1248,91.3365,3.4159
970215 0055,1248,91.3365,3.4159
970215 0100,1140,86.4105,3.2982
970215 0105,888,91.1351,2.4359
970215 0110,912,92.9474,2.453
970215 0115,888,91.027,2.4388
970215 0120,1104,91.8152,3.006
970215 0125,948,92.8861,2.5515
970215 0130,912,93.4474,2.4399
970215 0135,1044,92.7241,2.8148
970215 0140,816,93.8824,2.1729
970215 0145,876,90.1644,2.4289
970215 0150,828,90.8986,2.2773
970215 0155,828,90.8986,2.2773
970215 0200,732,92.6557,1.9751
970215 0205,612,91.5098,1.672
970215 0210,600,95.2,1.5756
970215 0215,600,92.88,1.615
970215 0220,516,94.0233,1.372
970215 0225,756,91.8254,2.0583
970215 0230,756,91.8254,2.0583
